Front (ES),Back (EN),Audio,Notes,Alternative,Reply,Type,Tags,Level
Un resto,[Un resto],[sound:Un_resto_109fc643.mp3],,,,basic,general,3
Un segundo porfa,Please (casual)...,[sound:Un_segundo_porfa_32a4892f.mp3],,Por favor,,basic,general,3
Un tinto porfa,Please (casual)...,[sound:Un_tinto_porfa_824d6a97.mp3],,Por favor,,basic,slang,3
Una chimba de,[awesome...],[sound:Una_chimba_de_f5b4085d.mp3],awesome (Colombian),,,basic,slang,3
Una pola,Beer...,[sound:Una_pola_a60e5e3a.mp3],,,,basic,slang,3
Uy qué chimba,[awesome...],[sound:Uy_qué_chimba_3d446171.mp3],awesome (Colombian),,,basic,slang,3
Vale,OK,[sound:Vale_1b3a5be8.mp3],,,,basic,general,3
Vamos a caminar un ratico,[Vamos a caminar un ratico...],[sound:Vamos_a_caminar_un_ratico_3366d5ff.mp3],short while (CO),¿Te animas a,,basic,general,3
Vamos a la barra un momento,[Vamos a la barra un momento...],[sound:Vamos_a_la_barra_un_momento_7244c786.mp3],,¿Te animas a,,basic,general,3
Vamos a la playa mañana,Already/Now...,[sound:Vamos_a_la_playa_mañana_6cd82524.mp3],now/already,¿Te animas a,,basic,general,3
Vamos a mi casa,[Vamos a mi casa],[sound:Vamos_a_mi_casa_0f928f38.mp3],,¿Te animas a,,basic,general,3
Vamos a rumbear o qué,What...,[sound:Vamos_a_rumbear_o_qué_8aa9b2e8.mp3],,¿Te animas a,,basic,general,3
Vamos a un lugar especial,[Vamos a un lugar especial...],[sound:Vamos_a_un_lugar_especial_029cc76b.mp3],,¿Te animas a,,basic,general,3
Vamos caminando,[Vamos caminando],[sound:Vamos_caminando_999e2082.mp3],,¿Te animas a,,basic,general,3
Vamos conociendonos más,[Vamos conociendonos más...],[sound:Vamos_conociendonos_más_e97a2562.mp3],,¿Te animas a,,basic,general,3
Vamos despacio,[Vamos despacio],[sound:Vamos_despacio_ef96e00f.mp3],,¿Te animas a,,basic,general,3
Vamos despacito,[Vamos despacito],[sound:Vamos_despacito_7837444e.mp3],,¿Te animas a,,basic,general,3
Vamos en Uber o caminamos,[Vamos en Uber o caminamos...],[sound:Vamos_en_Uber_o_caminamos_e163d0a3.mp3],,¿Te animas a,,basic,general,3
Vamos por un cafecito,[Vamos por un cafecito...],[sound:Vamos_por_un_cafecito_8c0da724.mp3],,¿Te animas a,,basic,general,3
Vamos saliendo,[Vamos saliendo],[sound:Vamos_saliendo_0c14d07a.mp3],,¿Te animas a,,basic,general,3
Vamos suave,[Vamos suave],[sound:Vamos_suave_98b6abd6.mp3],,¿Te animas a,,basic,general,3
Vamos temprano para evitar el sol fuerte,Early...,[sound:Vamos_temprano_para_evitar_el_sol_fuerte_d8533738.mp3],,¿Te animas a,,basic,general,3
Vamos viendo,[Vamos viendo],[sound:Vamos_viendo_8e5ff967.mp3],,¿Te animas a,,basic,general,3
Veinte mil,[Veinte mil],[sound:Veinte_mil_8f4a84cc.mp3],,,,basic,general,3
Veintiuno,[Veintiuno],[sound:Veintiuno_d79bc240.mp3],,,,basic,general,3
Vemos Netflix,[Vemos Netflix],[sound:Vemos_Netflix_295bb527.mp3],,,,basic,general,3
Ven acá,Come here,[sound:Ven_acá_d837e04d.mp3],,Aquí,,basic,general,3
Ven acá que no hemos terminado,[Ven acá que no hemos terminado...],[sound:Ven_acá_que_no_hemos_terminado_05196fdb.mp3],,Aquí,,basic,general,3
Vente conmigo,[Vente conmigo],[sound:Vente_conmigo_55a43578.mp3],,,,basic,general,3
Verdad que sí,[Verdad que sí],[sound:Verdad_que_sí_d93ed16b.mp3],,,,basic,general,3
Viejovieja,Girl (slang)...,[sound:Viejovieja_142c6174.mp3],,,,basic,general,3
Y entonces,[Y entonces],[sound:Y_entonces_02fa87f1.mp3],,,,basic,general,3
Ya,Already/Now,[sound:Ya_3bf96fd1.mp3],now/already,,,basic,general,3
Ya casi,Almost there,[sound:Ya_casi_91d2fe46.mp3],now/already,,,basic,general,3
Ya casi llego,I'm almost there,[sound:Ya_casi_llego_3176e25a.mp3],now/already,,,basic,general,3
Ya llegaste,Already/Now...,[sound:Ya_llegaste_3f8a8e87.mp3],now/already,,,basic,general,3
Ya llegué,I just arrived,[sound:Ya_llegué_a792eb4c.mp3],now/already,,,basic,general,3
Ya mismo,Already/Now...,[sound:Ya_mismo_c2a8747a.mp3],now/already,,,basic,general,3
Ya terminaste,Already/Now...,[sound:Ya_terminaste_f7c29f97.mp3],now/already,,,basic,general,3
Ya vengo,I'll be right back,[sound:Ya_vengo_b41830e6.mp3],now/already,,,basic,general,3
Yo invito,[Yo invito],[sound:Yo_invito_e73afb72.mp3],it's on me,,,basic,general,3
Yo manejo vamos suave,Dude...,[sound:Yo_manejo_vamos_suave_d006024d.mp3],,¿Te animas a,,basic,general,3
Yo pongo la música tú eliges el lugar,[Yo pongo la música tú eliges e...],[sound:Yo_pongo_la_música_tú_eliges_el_lugar_403822cd.mp3],informal/intimate,,,basic,general,3
Ñeroñera,[Ñeroñera],[sound:Ñeroñera_3b16c9d0.mp3],,,,basic,general,3
Último,[Último],[sound:Último_691f73c6.mp3],,,,basic,general,3
911 necesito un beso,[911 necesito un beso...],[sound:911_necesito_un_beso_963b6c8b.mp3],,,,basic,romance,4
Amor de mi vida,My life (term of endearment)...,[sound:Amor_de_mi_vida_4505b873.mp3],,,,basic,romance,4
Crees en el amor a primera vista o paso ,[Crees en el amor a primera vis...],[sound:Crees_en_el_amor_a_primera_vista_o_paso__09f6c1bb.mp3],,,,basic,romance,4
Cómo amaneció mi amor,My love...,[sound:Cómo_amaneció_mi_amor_7eab72f7.mp3],,,,basic,romance,4
Dame un abrazo,[Dame un abrazo],[sound:Dame_un_abrazo_6c0bbc68.mp3],,,,basic,romance,4
Dame un beso,Give me a kiss,[sound:Dame_un_beso_bb8cec9f.mp3],,,,basic,romance,4
Duerme rico mi amor,My love...,[sound:Duerme_rico_mi_amor_2a8f0a03.mp3],,,,basic,romance,4
Eres mi amor,My love...,[sound:Eres_mi_amor_129cf9cc.mp3],,,,basic,romance,4
Hagamos el amor,[Hagamos el amor],[sound:Hagamos_el_amor_5c10f7fb.mp3],,,,basic,romance,4
Hasta mañana mi amorcito,Tomorrow...,[sound:Hasta_mañana_mi_amorcito_2914c1bc.mp3],,,,basic,romance,4
Ojalá te sientas mejor mi amor,My love...,[sound:Ojalá_te_sientas_mejor_mi_amor_3868c289.mp3],,,,basic,romance,4
Si el amor fuera agua yo te daría el mar,[Si el amor fuera agua yo te da...],[sound:Si_el_amor_fuera_agua_yo_te_daría_el_mar_19dd4678.mp3],,,,basic,romance,4
Siempre serás mi amor,My love...,[sound:Siempre_serás_mi_amor_01e40049.mp3],,,,basic,romance,4
Solo abrazos hoy,Today...,[sound:Solo_abrazos_hoy_14e63313.mp3],,,,basic,romance,4
Te amo,I love you,[sound:Te_amo_88cd788a.mp3],,,,basic,romance,4
Te extraño,I miss you,[sound:Te_extraño_b1da1832.mp3],,,,basic,romance,4
Te extraño mucho,I miss you...,[sound:Te_extraño_mucho_751024b4.mp3],,,,basic,romance,4
Te extraño un resto,I miss you...,[sound:Te_extraño_un_resto_b7eb01ab.mp3],,,,basic,romance,4
Tus besos me vuelven locoloca,[Tus besos me vuelven locoloca...],[sound:Tus_besos_me_vuelven_locoloca_52741875.mp3],,,,basic,romance,4
Un beso hablamos después,Later...,[sound:Un_beso_hablamos_después_755dea84.mp3],,,,basic,romance,4
Te deseo,[Te deseo],[sound:Te_deseo_1019893b.mp3],,,,basic,intimate,5
Ven a la cama,[Ven a la cama],[sound:Ven_a_la_cama_84c2f629.mp3],,,,basic,intimate,5
¡Qué chimba!,How awesome! / What a blast!,,,¡Qué maravilla!,,,street colombian slang,3
¡Qué gonorrea!,What a pain in the ass! (vulgar),,Colombian slang - can be negative OR affectionate depending on tone,¡Qué vaina!,,,street vulgar colombian,4
Ese man es un HP,That guy is a son of a bitch,,HP = hijueputa (very common abbreviation),,,,street vulgar explicit,4
¡Qué malparido!,What a bastard! (strong),,Stronger than HP - use carefully,,,,street vulgar explicit,4
¡Ay no joda!,Oh don't fuck around! / Come on!,,Common frustrated expression,¡Ay no moleste!,,,street vulgar colombian,3
Me cagó,They screwed me over,,Vulgar but very common,Me jodió,,,street vulgar,3
¡Qué mierda!,What the fuck! / What shit!,,Vulgar expression of frustration,,,,street vulgar explicit,4
Estoy arrecho,I'm pissed off / annoyed,,In Colombia: angry; In other countries: horny,Estoy bravo,,,street colombian,3
Eso es una berraquera,That's badass / awesome,,Colombian expression of admiration,Eso es increíble,,,street colombian slang,3
No sea sapo,Don't be a snitch / busybody,,Colombian slang - don't tell on others,,,,street colombian slang,3
Déjame quieto,Leave me alone,,Colombian way to say stop bothering me,Déjame en paz,,,street colombian,3
¿Qué más pues?,What's up then?,,Very Colombian greeting,¿Qué más?,,,street colombian slang,2
Ese cuento está muy raro,That story is very weird / suspicious,,Colombian expression of doubt,Eso suena raro,,,street colombian,3
Me vale verga,I don't give a fuck,,Very vulgar - use with caution,Me vale,,,street vulgar explicit,5
Quedamos,Let's do it / We're set,,Colombian confirmation,Listo entonces,,,street colombian,2
¿Bien o qué?,Good or what? / You good?,,Colombian casual check-in,¿Todo bien?,,,street colombian slang,2
¡Uy parce!,Oh buddy! / Dude!,,Common Colombian exclamation,¡Uy hermano!,,,street colombian slang,2
Me toca madrugar,I have to get up early,,Colombian expression,Tengo que levantarme temprano,,,street colombian,3
¿Dónde está el baño?,Where is the bathroom?,,,,¿Dónde queda el baño?,,,basic question,1
¿Qué hora es?,What time is it?,,,,,,,basic question,1
¿Cómo se dice esto en español?,How do you say this in Spanish?,,,,,,,,basic question,2
¿Puedes repetir eso?,Can you repeat that?,,,,¿Puedes decir eso otra vez?,,,basic question problem,2
¿Hablas inglés?,Do you speak English?,,,,,,,basic question,1
¿Cuánto cuesta esto?,How much does this cost?,,,,¿Cuánto vale?,,,basic question,1
¿De dónde eres?,Where are you from?,,,,¿De dónde vienes?,,,basic question,1
¿Qué recomiendas?,What do you recommend?,,,,,,,basic question,2
¿A qué hora cierra?,What time does it close?,,,,¿Hasta qué hora está abierto?,,,basic question,2
¿Dónde puedo comprar...?,Where can I buy...?,,,,¿Dónde venden...?,,,basic question,2
¿Cuál es tu nombre?,What is your name?,,,,¿Cómo te llamas?,,,basic question,1
¿Por qué preguntas?,Why are you asking?,,,,,,,basic question,2
¿Cuándo nos vemos?,When do we see each other? / When shall we meet?,,,,¿Cuándo quedamos?,,,basic question,2
¿Qué haces mañana?,What are you doing tomorrow?,,,,,,,basic question,2
No entiendo,I don't understand,,,,No comprendo,,,basic problem,1
¿Me puedes ayudar?,Can you help me?,,,,¿Me ayudas?,,,basic problem help,1
Estoy perdido,I'm lost (male),,,,Estoy perdida (female),,,basic problem help emergency,2
Estoy perdida,I'm lost (female),,,,Estoy perdido (male),,,basic problem help emergency,2
¿Qué significa eso?,What does that mean?,,,,¿Qué quiere decir eso?,,,basic problem question,2
No sé,I don't know,,,,,,,basic problem,1
Tengo un problema,I have a problem,,,,,,,basic problem,2
¿Puedes explicar eso?,Can you explain that?,,,,¿Puedes explicarlo?,,,basic problem question,2
Esto no funciona,This doesn't work,,,,,,,basic problem,2
¿Dónde está mi...?,Where is my...?,,,,,,,basic problem question,2
Se me olvidó,I forgot,,Literally: It forgot itself to me,Se me fue de la mente,,,basic problem,2
¿Puedes hablar más despacio?,Can you speak more slowly?,,,,¿Puedes hablar más lento?,,,basic problem question,2
No me queda claro,It's not clear to me / I don't understand,,,,,,,basic problem,2
¿Me repites?,Can you repeat to me?,,,,¿Puedes repetir?,,,basic problem question,2
Necesito ayuda,I need help,,,,,,,basic problem help emergency,2
Creo que...,I think that...,,,,,,,basic opinion,1
Me parece bien,It seems good to me / That's fine with me,,,,Está bien,,,basic opinion,2
Me parece perfecto,That seems perfect to me,,,,Perfecto,,,basic opinion,2
No me parece,I don't think so / That doesn't seem right to me,,,,No creo,,,basic opinion,2
Pienso que...,I think that...,,,,Creo que...,,,basic opinion,2
Estoy de acuerdo,I agree,,,,,,,basic opinion,2
No estoy de acuerdo,I don't agree / I disagree,,,,No concuerdo,,,basic opinion,2
Me gusta eso,I like that,,,,,,,basic opinion,2
No me gusta,I don't like it,,,,,,,basic opinion,2
